Competition Schedule for 2021: The Event Line-up for Each Session of the Olympic Games Tokyo 2020;;;;;;
SPORT(DISCIPLINE);VENUE;DATE;START TIME;END TIME;EVENT;
Shooting;Asaka Shooting Range - R?P Finals Hall;2021-07-30;09:00;15:00;"25m Pistol Women's Qualification / 25m Pistol Women's Finals /
25m Pistol Women's Victory Ceremony";
Shooting;Asaka Shooting Range - Shotgun Range;2021-07-31;09:00;14:50;"Trap Mixed Team Qualification / Trap Mixed Team Finals /
Trap Mixed Team Victory Ceremony";
Shooting;Asaka Shooting Range - R?P Qual.?Finals;2021-07-31;12:00;17:10;"50m Rifle 3 Positions Women's Qualification / 50m Rifle 3 Positions Women's Finals /
50m Rifle 3 Positions Women's Victory Ceremony";
Shooting;Asaka Shooting Range - R?P Finals Hall;2021-08-01;08:30;13:15;25m Rapid Fire Pistol Men's Qualification - Stage 1;
Shooting;Asaka Shooting Range - R?P Qual.?Finals;2021-08-02;08:30;18:00;"25m Rapid Fire Pistol Men's Qualification - Stage 2 / 50m Rifle 3 Positions Men's Qualification /
25m Rapid Fire Pistol Men's Finals /
25m Rapid Fire Pistol Men's Victory Ceremony / 50m Rifle 3 Positions Men's Finals /
50m Rifle 3 Positions Men's Victory Ceremony";
Skateboarding;Ariake Urban Sports Park;2021-07-25;09:00;13:55;"Men's Street Prelims Heats / Men's Street Final /
Men's Street Victory Ceremony";
Skateboarding;Ariake Urban Sports Park;2021-07-26;09:00;13:55;"Women's Street Prelims Heats / Women's Street Final /
Women's Street Victory Ceremony";
Skateboarding;Ariake Urban Sports Park;2021-08-04;09:00;13:40;"Women's Park Prelims Heats / Women's Park Final /
Women's Park Victory Ceremony";
Skateboarding;Ariake Urban Sports Park;2021-08-05;09:00;13:40;"Men's Park Prelims Heats / Men's Park Final /
Men's Park Victory Ceremony";
Sport Climbing;Aomi Urban Sports Park;2021-08-03;17:00;22:40;"Men's Combined Qualification - Speed / Men's Combined Qualification - Bouldering /
Men's Combined Qualification - Lead";
Sport Climbing;Aomi Urban Sports Park;2021-08-04;17:00;22:40;"Women's Combined Qualification - Speed / Women's Combined Qualification - Bouldering /
Women's Combined Qualification - Lead";
Sport Climbing;Aomi Urban Sports Park;2021-08-05;17:30;22:20;"Men's Combined Final - Speed / Men's Combined Final - Bouldering / Men's Combined Final - Lead /
Men's Combined Victory Ceremony";
Sport Climbing;Aomi Urban Sports Park;2021-08-06;17:30;22:20;"Women's Combined Final - Speed / Women's Combined Final - Bouldering / Women's Combined Final - Lead /
Women's Combined Victory Ceremony";
Surfing;Tsurigasaki Surfing Beach;2021-07-25;07:00;16:20;"Men's Round 1 / Women's Round 1 / Men's Round 2 / Women's Round 2
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-26;07:00;16:40;"Women's Round 3 / Men's Round 3
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-27;07:00;14:20;"Men's Quarterfinals / Women's Quarterfinals / Men's Semifinals / Women's Semifinals
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-28;08:00;11:35;"Women's Bronze medal match / Men's Bronze medal match / Women's Gold medal match / Men's Gold medal match / Women's Victory Ceremony / Men's Victory Ceremony
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-29;TBD;TBD;"Competition TBD
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will
be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-30;TBD;TBD;"Competition TBD
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-07-31;TBD;TBD;"Competition TBD
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Surfing;Tsurigasaki Surfing Beach;2021-08-01;TBD;TBD;"Competition TBD
*The competition schedule is subjected to change depending on the wave conditions. If conditions allow, the competition can be completed in four days, but it is possible that more time could be required.
Because of this, the actual competition days for the Surfing events will be held with 4 days schedule during the Olympic Surfing Festival from 25 July to 1 August.";
Swimming;Tokyo Aquatics Centre;2021-07-24;19:00;21:30;"Men's 400m Individual Medley - Heats / Women's 100m Butterfly - Heats / Men's 400m Freestyle - Heats /
Women's 400m Individual Medley - Heats / Men's 100m Breaststroke - Heats / Women's 4 x 100m Freestyle Relay - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-25;10:30;12:20;"Men's 400m Individual Medley Final / Women's 100m Butterfly Semifinals / Men's 400m Freestyle Final /
Men's 400m Individual Medley Victory Ceremony / Women's 400m Individual Medley Final /
Men's 400m Freestyle Victory Ceremony / Men's 100m Breaststroke Semifinals / Women's 4 x 100m Freestyle Relay Final /
Women's 400m Individual Medley Victory Ceremony / Women's 4 x 100m Freestyle Relay Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-25;19:00;21:30;Women's 100m Backstroke - Heats / Men's 200m Freestyle - Heats / Women's 100m Breaststroke - Heats / Men's 100m Backstroke - Heats / Women's 400m Freestyle - Heats / Men's 4 x 100m Freestyle Relay - Heats;
Swimming;Tokyo Aquatics Centre;2021-07-26;10:30;12:40;"Women's 100m Butterfly Final / Men's 200m Freestyle Semifinals /
Women's 100m Breaststroke Semifinals / Women's 100m Butterfly Victory Ceremony / Men's 100m Breaststroke Final /
Women's 400m Freestyle Final / Men's 100m Backstroke Semifinals /
Men's 100m Breaststroke Victory Ceremony / Women's 100m Backstroke Semifinals / Men's 4 x 100m Freestyle Relay Final / Women's 400m Freestyle Victory Ceremony /
Men's 4 x 100m Freestyle Relay Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-26;19:00;21:30;"Women's 200m Freestyle - Heats / Men's 200m Butterfly - Heats /
Women's 200m Individual Medley - Heats / Women's 1500m Freestyle - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-27;10:30;12:25;"Women's 200m Freestyle Semifinals / Men's 200m Freestyle Final / Women's 100m Backstroke Final / Men's 100m Backstroke Final /
Men's 200m Freestyle Victory Ceremony / Women's 100m Breaststroke Final /
Women's 100m Backstroke Victory Ceremony / Men's 200m Butterfly Semifinals /
Men's 100m Backstroke Victory Ceremony / Women's 200m Individual Medley Semifinals / Women's 100m Breaststroke Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-27;19:00;21:30;"Men's 100m Freestyle - Heats / Women's 200m Butterfly - Heats / Men's 200m Breaststroke - Heats / Men's 4 x 200m Freestyle Relay - Heats /
Men's 800m Freestyle - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-28;10:30;13:05;"Men's 100m Freestyle Semifinals / Women's 200m Freestyle Final / Men's 200m Butterfly Final / Women's 200m Butterfly Semifinals /
Women's 200m Freestyle Victory Ceremony / Men's 200m Breaststroke Semifinals /
Men's 200m Butterfly Victory Ceremony / Women's 200m Individual Medley Final / Women's 1500m Freestyle Final /
Women's 200m Individual Medley Victory Ceremony / Men's 4 x 200m Freestyle Relay Final /
Women's 1500m Freestyle Victory Ceremony / Men's 4 x 200m Freestyle Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-28;19:00;21:30;"Women's 100m Freestyle - Heats / Men's 200m Backstroke - Heats / Women's 200m Breaststroke - Heats / Men's 200m Individual Medley - Heats /
Women's 4 x 200m Freestyle Relay - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-29;10:30;13:10;"Men's 800m Freestyle Final / Men's 200m Breaststroke Final /
Women's 100m Freestyle Semifinals / Men's 200m Backstroke Semifinals / Men's 800m Freestyle Victory Ceremony / Women's 200m Butterfly Final /
Men's 100m Freestyle Final /
Men's 200m Breaststroke Victory Ceremony / Women's 200m Breaststroke Semifinals / Men's 200m Individual Medley Semifinals / Women's 200m Butterfly Victory Ceremony / Women's 4 x 200m Freestyle Relay Final / Men's 100m Freestyle Victory Ceremony /
Women's 4 x 200m Freestyle Relay Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-29;19:00;21:30;"Women's 800m Freestyle - Heats / Men's 100m Butterfly - Heats / Women's 200m Backstroke - Heats /
Mixed 4 x 100m Medley Relay - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-30;10:30;12:10;"Men's 100m Butterfly Semifinals / Women's 200m Breaststroke Final / Men's 200m Backstroke Final / Women's 100m Freestyle Final /
Women's 200m Breaststroke Victory Ceremony / Men's 200m Individual Medley Final /
Men's 200m Backstroke Victory Ceremony / Women's 200m Backstroke Semifinals / Women's 100m Freestyle Victory Ceremony /
Men's 200m Individual Medley Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-07-30;19:00;21:30;"Men's 50m Freestyle - Heats / Women's 50m Freestyle - Heats / Men's 1500m Freestyle - Heats /
Women's 4 x 100m Medley Relay - Heats /
Men's 4 x 100m Medley Relay - Heats";
Swimming;Tokyo Aquatics Centre;2021-07-31;10:30;12:20;"Men's 100m Butterfly Final / Women's 200m Backstroke Final / Women's 800m Freestyle Final /
Men's 100m Butterfly Victory Ceremony / Men's 50m Freestyle Semifinals /
Women's 200m Backstroke Victory Ceremony / Women's 50m Freestyle Semifinals /
Mixed 4 x 100m Medley Relay Final / Women's 800m Freestyle Victory Ceremony /
Mixed 4 x 100m Medley Relay Victory Ceremony";
Swimming;Tokyo Aquatics Centre;2021-08-01;10:30;12:25;"Men's 50m Freestyle Final / Women's 50m Freestyle Final / Men's 1500m Freestyle Final /
Men's 50m Freestyle Victory Ceremony / Women's 4 x 100m Medley Relay Final / Women's 50m Freestyle Victory Ceremony / Men's 4 x 100m Medley Relay Final /
Men's 1500m Freestyle Victory Ceremony /  Women's 4 x 100m Medley Relay Victory Ceremony /
Men's 4 x 100m Medley Relay Victory Ceremony";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-24;09:00;12:45;"Men's Singles Preliminary Round /
Women's Singles Preliminary Round / Mixed Doubles Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-24;14:15;17:15;"Men's Singles Round 1 /
Women's Singles Round 1";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-24;19:30;22:30;"Men's Singles Round 1 /
Women's Singles Round 1";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-25;10:00;12:00;Mixed Doubles Quarterfinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-25;14:00;17:45;"Men's Singles Round 2 /
Women's Singles Round 2";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-25;20:00;22:00;Mixed Doubles Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-26;10:00;13:00;"Men's Singles Round 2 /
Women's Singles Round 2";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-26;14:30;17:30;"Men's Singles Round 3 /
Women's Singles Round 3";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-26;20:00;22:10;"Mixed Doubles Bronze Medal Match / Mixed Doubles Gold Medal Match /
Mixed Doubles Victory Ceremony";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-27;10:00;13:00;"Men's Singles Round 3 /
Women's Singles Round 3";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-27;14:30;17:30;"Men's Singles Round 3 / Women's Singles Round 3 / Men's Singles Round of 16 /
Women's Singles Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-27;19:30;22:30;"Men's Singles Round of 16 /
Women's Singles Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-28;10:00;13:00;"Women's Singles Quarterfinals /
Men's Singles Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-28;15:00;18:00;"Women's Singles Quarterfinals /
Men's Singles Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-28;20:00;22:00;Men's Singles Quarterfinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-29;11:00;13:00;Women's Singles Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-29;15:00;17:00;Men's Singles Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-29;20:00;22:10;"Women's Singles Bronze Medal Match / Women's Singles Gold Medal Match /
Women's Singles Victory Ceremony";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-07-30;20:00;22:10;"Men's Singles Bronze Medal Match /
Men's Singles Gold Medal Match / Men's Singles Victory Ceremony";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-01;10:00;13:00;"Men's Team Round of 16 /
Women's Team Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-01;14:30;17:30;"Men's Team Round of 16 /
Women's Team Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-01;19:30;22:30;"Men's Team Round of 16 /
Women's Team Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-02;10:00;13:00;"Men's Team Round of 16 /
Women's Team Round of 16";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-02;14:30;17:30;"Men's Team Quarterfinals /
Women's Team Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-02;19:30;22:30;"Men's Team Quarterfinals /
Women's Team Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-03;10:00;13:00;"Men's Team Quarterfinals /
Women's Team Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-03;14:30;17:30;"Men's Team Quarterfinals /
Women's Team Quarterfinals";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-03;19:30;22:30;Women's Team Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-04;10:00;13:00;Women's Team Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-04;14:30;17:30;Men's Team Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-04;19:30;22:30;Men's Team Semifinals;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-05;11:00;14:00;Women's Team Bronze Medal Team Match;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-05;19:30;22:40;"Women's Team Gold Medal Team Match /
Women's Team Victory Ceremony";
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-06;11:00;14:00;Men's Team Bronze Medal Team Match;
Table Tennis;Tokyo Metropolitan Gymnasium;2021-08-06;19:30;22:40;"Men's Team Gold Medal Team Match /
Men's Team Victory Ceremony";
Taekwondo;Makuhari Messe Hall A;2021-07-24;10:00;17:00;"Women -49 kg Round of 16 (8 matches) /
Men -58 kg Round of 16 (8 matches) / Women -49 kg Quarterfinals (4 matches) / Men -58 kg Quarterfinals (4 matches) / Women -49 kg Semifinals (2 matches) / Men -58 kg Semifinals (2 matches)";
Taekwondo;Makuhari Messe Hall A;2021-07-24;19:00;22:40;"Women -49 kg Repechages (2 matches) / Men -58 kg Repechages (2 matches) /
Women -49 kg Bronze Medal Contests (2 matches) / Men -58 kg Bronze Medal Contests (2 matches) / Women -49 kg Gold Medal Contest /
Men -58 kg Gold Medal Contest / Women -49 kg Victory Ceremony /
Men -58 kg Victory Ceremony";
Taekwondo;Makuhari Messe Hall A;2021-07-25;10:00;17:00;"Women -57 kg Round of 16 (8 matches) /
Men -68 kg Round of 16 (8 matches) / Women -57 kg Quarterfinals (4 matches) / Men -68 kg Quarterfinals (4 matches) / Women -57 kg Semifinals (2 matches) / Men -68 kg Semifinals (2 matches)";
Taekwondo;Makuhari Messe Hall A;2021-07-25;19:00;22:40;"Women -57 kg Repechages (2 matches) / Men -68 kg Repechages (2 matches) /
Women -57 kg Bronze Medal Contests (2 matches) / Men -68 kg Bronze Medal Contests (2 matches) / Women -57 kg Gold Medal Contest /
Men -68 kg Gold Medal Contest / Women -57 kg Victory Ceremony /
Men -68 kg Victory Ceremony";
Taekwondo;Makuhari Messe Hall A;2021-07-26;10:00;17:00;"Women -67 kg Round of 16 (8 matches) /
Men -80 kg Round of 16 (8 matches) / Women -67 kg Quarterfinals (4 matches) / Men -80 kg Quarterfinals (4 matches) / Women -67 kg Semifinals (2 matches) /
Men -80 kg Semifinals (2 matches)";
Taekwondo;Makuhari Messe Hall A;2021-07-26;19:00;22:40;"Women -67 kg Repechages (2 matches) / Men -80 kg Repechages (2 matches) /
Women -67 kg Bronze Medal Contests (2 matches) / Men -80 kg Bronze Medal Contests (2 matches) / Women -67 kg Gold Medal Contest /
Men -80 kg Gold Medal Contest / Women -67 kg Victory Ceremony /
Men -80 kg Victory Ceremony";
Taekwondo;Makuhari Messe Hall A;2021-07-27;10:00;17:00;"Women +67 kg Round of 16 (8 matches) /
Men +80 kg Round of 16 (8 matches) / Women +67 kg Quarterfinals (4 matches) / Men +80 kg Quarterfinals (4 matches) / Women +67 kg Semifinals (2 matches) / Men +80 kg Semifinals (2 matches)";
Taekwondo;Makuhari Messe Hall A;2021-07-27;19:00;22:40;"Women +67 kg Repechages (2 matches) / Men +80 kg Repechages (2 matches) /
Women +67 kg Bronze Medal Contests (2 matches) / Men +80 kg Bronze Medal Contests (2 matches) / Women +67 kg Gold Medal Contest /
Men +80 kg Gold Medal Contest /
Women +67 kg Victory Ceremony / Men +80 kg Victory Ceremony";
Tennis;Ariake Tennis Park - Center Court;2021-07-24;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-24;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-24;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 3-11;2021-07-24;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-25;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-25;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-25;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 3-11;2021-07-25;11:00;20:00;"Men's Singles First Round / Women's Singles First Round / Men's Doubles First Round / Women's Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-26;11:00;20:00;"Men's Singles Second Round / Women's Singles Second Round / Men's Doubles Second Round / Women's Doubles Second Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-26;11:00;20:00;"Men's Singles Second Round / Women's Singles Second Round / Men's Doubles Second Round / Women's Doubles Second Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-26;11:00;20:00;"Men's Singles Second Round / Women's Singles Second Round / Men's Doubles Second Round / Women's Doubles Second Round
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 3-11;2021-07-26;11:00;20:00;"Men's Singles Second Round / Women's Singles Second Round / Men's Doubles Second Round / Women's Doubles Second Round
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-27;11:00;20:00;"Men's Singles Second Round / Women's Singles Third Round / Men's Doubles Quarterfinals /
Women's Doubles Second Round/Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-27;11:00;20:00;"Men's Singles Second Round / Women's Singles Third Round / Men's Doubles Quarterfinals /
Women's Doubles Second Round/Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-27;11:00;20:00;"Men's Singles Second Round / Women's Singles Third Round / Men's Doubles Quarterfinals /
Women's Doubles Second Round/Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 3-11;2021-07-27;11:00;20:00;"Men's Singles Second Round / Women's Singles Third Round / Men's Doubles Quarterfinals /
Women's Doubles Second Round/Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-28;11:00;20:00;"Men's Singles Third Round / Women's Singles Quarterfinals / Men's Doubles Semifinals / Women's Doubles Quarterfinals / Mixed Doubles First Round
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-28;11:00;20:00;"Men's Singles Third Round / Women's Singles Quarterfinals / Men's Doubles Semifinals / Women's Doubles Quarterfinals Mixed Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-28;11:00;20:00;"Men's Singles Third Round / Women's Singles Quarterfinals / Women's Doubles Quarterfinals / Mixed Doubles First Round
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Court 3-11;2021-07-28;11:00;20:00;"Men's Singles Third Round / Mixed Doubles First Round
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-29;11:00;20:00;"Men's Singles Quarterfinals / Women's Singles Semifinals / Women's Doubles Semifinals / Mixed Doubles Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-29;11:00;20:00;"Men's Singles Quarterfinals / Women's Doubles Semifinals / Mixed Doubles Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 2;2021-07-29;11:00;20:00;"Mixed Doubles Quarterfinals
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-30;12:00;20:00;"Men's Singles Semifinals /
Men's Doubles Gold Medal Match / Men's Doubles Victory Ceremony
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-30;12:00;20:00;"Men's Doubles Bronze Medal Match / Mixed Doubles Semifinals
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Center Court;2021-07-31;12:00;20:00;"Men's Singles Bronze Medal Match / Women's Singles Bronze Medal Match / Women's Singles Gold Medal Match / Women's Singles Victory Ceremony
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Tennis;Ariake Tennis Park - Court 1;2021-07-31;12:00;20:00;"Women's Doubles Bronze Medal Match / Mixed Doubles Bronze Medal Match
*The above includes all possible events for this court. The final court
assignments and order of play are subject to change up until the day of the session.";
Tennis;Ariake Tennis Park - Center Court;2021-08-01;12:00;20:00;"Men's Singles Gold Medal Match / Men's Singles Victory Ceremony / Women's Doubles Gold Medal Match / Women's Doubles Victory Ceremony / Mixed Doubles Gold Medal Match / Mixed Doubles Victory Ceremony
*The above includes all possible events for this court. The final court assignments and order of play are subject to change up until the day of
the session.";
Trampoline Gymnastics;Ariake Gymnastics Centre;2021-07-30;13:00;15:25;"Women's Qualification / Women's Final /
Women's Victory Ceremony";
Trampoline Gymnastics;Ariake Gymnastics Centre;2021-07-31;13:00;15:25;"Men's Qualification / Men's Final /
Men's Victory Ceremony";
Triathlon;Odaiba Marine Park;2021-07-26;06:30;09:00;"Men /
Men's Victory Ceremony";
Triathlon;Odaiba Marine Park;2021-07-27;06:30;09:05;"Women /
Women's Victory Ceremony";
Triathlon;Odaiba Marine Park;2021-07-31;07:30;09:25;"Mixed Relay /
Mixed Relay Victory Ceremony";
Volleyball;Ariake Arena;2021-07-24;09:00;12:50;"Men's Preliminary Round - Pool A, Italy vs Canada /
Men's Preliminary Round - Pool B, Brazil vs Tunisia";
Volleyball;Ariake Arena;2021-07-24;14:20;18:10;"Men's Preliminary Round - Pool B, Russian Federation vs Argentina /
Men's Preliminary Round - Pool A, Japan vs Venezuela";
Volleyball;Ariake Arena;2021-07-24;19:40;23:30;"Men's Preliminary Round - Pool A, Poland vs Islamic Rep. of Iran /
Men's Preliminary Round - Pool B, United States vs France";
Volleyball;Ariake Arena;2021-07-25;09:00;12:50;"Women's Preliminary Round - Pool B, Russian Federation vs Italy /
Women's Preliminary Round - Pool B, United States vs Argentina";
Volleyball;Ariake Arena;2021-07-25;14:20;18:10;"Women's Preliminary Round - Pool A, Serbia vs Dominican Rep. /
Women's Preliminary Round - Pool B, China vs Turkey";
Volleyball;Ariake Arena;2021-07-25;19:40;23:30;"Women's Preliminary Round - Pool A, Japan vs Kenya /
Women's Preliminary Round - Pool A, Brazil vs Republic of Korea";
Volleyball;Ariake Arena;2021-07-26;09:00;12:50;Men's Preliminary Round - Pool A, Islamic Rep. of Iran vs Venezuela / Men's Preliminary Round - Pool B, United States vs Russian Federation;
Volleyball;Ariake Arena;2021-07-26;14:20;18:10;"Men's Preliminary Round - Pool A, Poland vs Italy /
Men's Preliminary Round - Pool B, France vs Tunisia";
Volleyball;Ariake Arena;2021-07-26;19:40;23:30;"Men's Preliminary Round - Pool A, Japan vs Canada /
Men's Preliminary Round - Pool B, Brazil vs Argentina";
Volleyball;Ariake Arena;2021-07-27;09:00;12:50;Women's Preliminary Round - Pool B, Russian Federation vs Argentina / Women's Preliminary Round - Pool B, China vs United States;
Volleyball;Ariake Arena;2021-07-27;14:20;18:10;"Women's Preliminary Round - Pool A, Japan vs Serbia /
Women's Preliminary Round - Pool B, Italy vs Turkey";
